Site Name,Site ID,Region,District,Site Status (Grid/Prime),ESCOM,Tank Size,Opening Litres, Litres Dispensed , Closing Litres , Usage in Litres ,Opening Hours,Closing Hours,Hours Run,Average Usage Per Hour,Opening Readings,Units Bought,Closing Readings,Power Usage
MAGOMERO,TN23178 ,Lilongwe,Lilongwe,Grid,Prepaid,1000,1000,0,620,380,8774,9002,228, 1.7 ,0,0,0,0
NDAULA,TN23205 ,Lilongwe,Lilongwe,Grid,Prepaid,1000,632,787,1000,419,6685,6851,166, 2.5 ,0,0,0,0
AREA 47 sector 2,TN20173 ,Lilongwe,Lilongwe,Grid,Prepaid,1000,600,0,570,30,3617,3633,16, 1.9 ,0,0,0,0
KAMELA,TN28014 ,Lilongwe,Mchinji,Grid,Prepaid,1000,1000,0,730,270,4611,4727,116, 2.3 ,0,0,0,0
TANDANJE,TN17005 ,Lilongwe,Ntchisi,Grid,Prepaid,1000,900,0,590,310,8148,8395,247, 1.3 ,0,0,0,0
KAPELURA,TN25027 ,Lilongwe,Lilongwe,Grid,Prepaid,1000,900,0,220,680,7309,7667,358, 1.9 ,0,0,0,0
LINDE MOTEL,TN24017 ,Lilongwe,Lilongwe,Grid,Prepaid,500,74,0,0,74,25606,25606,0,#DIV/0!,0,0,0,0
LOZI,TN26008 ,Lilongwe,Nkhotakota,Grid,Prepaid,600,600,0,552,48,20173,20216,43, 1.1 ,0,0,0,0
AREA 47 SECTOR 4,TN20205 ,Lilongwe,Lilongwe,Grid,Prepaid,500,400,0,400,0,12696,12700,4, -   ,0,0,0,0
Pondomali,TN23191 ,Lilongwe,Lilongwe,Grid,Prepaid,1000,600,500,600,500,1528,1528,0,#DIV/0!,0,0,0,0
Area 5 chilambula pagat,TN20079 ,Lilongwe,Lilongwe,Grid,Postpaid,600,3,0,3,0,870,870,0,#DIV/0!,0,0,0,0
Mlale Parish,TN23206 ,Lilongwe,Lilongwe,Grid,Prepaid,50,50,0,50,0,7894,7894,0,#DIV/0!,0,0,0,0
Mchezi,TN20145 ,Lilongwe,Lilongwe,Grid,Prepaid,65,200,0,200,0,6481,6485,4, -   ,0,0,0,0
Chitipi TC,TN20103 ,Lilongwe,Lilongwe,Grid,Prepaid,600,295,1749,600,1444,3204,3475,271, 5.3 ,0,0,0,0
Msakambewa,TN24008 ,Lilongwe,Lilongwe,Grid,Prepaid,500,500,0,500,0,6330,6330,0,#DIV/0!,0,0,0,0
Area 9 Guest House,TNMLLRes,Lilongwe,Lilongwe,Grid,Postpaid,1000,576,57,577,56,1934,1948,14, 4.0 ,0,0,0,0
Ntchentche,TN20222 ,Lilongwe,Lilongwe,Grid,Prepaid,600,540,937,600,877,18376,18624,248, 3.5 ,0,0,0,0
Tambalale,TN20030 ,Lilongwe,Lilongwe,Grid,Prepaid,1000,600,590,600,590,32192,32376,184, 3.2 ,0,0,0,0
Area 43 MTL,TN20060 ,Lilongwe,Lilongwe,Grid,Prepaid,1000,600,0,600,0,1930,1930,0,#DIV/0!,0,0,0,0
Ex Area 24 DG,TN20032 ,Lilongwe,Lilongwe,Grid,Prepaid,100,100,0,100,0,100,100,0,#DIV/0!,0,0,0,0
Mobile Genset,TNMLLMOB01,Lilongwe,Lilongwe,Grid,Prepaid,200,65,0,65,0,2251,2251,0,#DIV/0!,0,0,0,0
Dedza Deport,TN22021 ,Lilongwe,Dedza,Grid,Prepaid,1000,900,159,509,550,6341,6485,144, 3.8 ,0,0,0,0
Chikho Hotel,TN24025 ,Lilongwe,Kasungu,Grid,Prepaid,500,500,0,500,0,25846,25846,0,#DIV/0!,0,0,0,0
SIMBI,TN28002 ,Lilongwe,Mchinji,Grid,Prepaid,50,50,0,50,0,7105,7105,0,#DIV/0!,0,0,0,0
Msundwe DG,TN23165 ,Lilongwe,Lilongwe,Grid,Prepaid,50,50,0,50,0,7396,7396,0,#DIV/0!,0,0,0,0
Chilinde mobile,TN20093 ,Lilongwe,Lilongwe,Grid,Prepaid,12,12,0,12,0,1410,1410,0,#DIV/0!,0,0,0,0
Salima DG (Paratude),TN27028 ,Lilongwe,Salima,Grid,Postpaid,250,450,400,500,350,29138,29425,287, 1.2 ,0,0,0,0
Area 17 Genset,TNMLLOff,Lilongwe,Lilongwe,Grid,Postpaid,600,120,0,120,0,2292,2292,0,#DIV/0!,0,0,0,0
Chisapo Mobile,TN20095 ,Lilongwe,Lilongwe,Grid,Prepaid,200,200,0,200,0,200,200,0,#DIV/0!,0,0,0,0
kanengo,TN20116 ,Lilongwe,Lilongwe,Grid,Postpaid,600,50,0,50,0,7956,7956,0,#DIV/0!,0,0,0,0
DZALEKA CAMP,,,,,,,,601,200,401,3537,3876,339, 1.2 ,0,0,0,0
Bwemba 2,,,,,,,,600,600,0,4545,4545,0,#DIV/0!,0,0,0,0
